pair_id,category,question,correct_answer,wrong_answer,ctrl_top1_decoded,contr_top1_decoded,kl_ctrl_to_contr,kl_contr_to_ctrl,jsd,hellinger,fisher_rao,total_variation,bhattacharyya_coef,ctrl_top1_id,contr_top1_id,same_top1_token,p_ctrl_top1_prob,p_contr_top1_prob
10,geography,What is the capital of France?,Paris,Lyon, YES, NO,1.4641659259796143,3.4474680423736572,0.3846141844987869,0.6778527412059171,1.999492857750565,0.7695325016975403,0.540515661239624,14410,5782,False,0.9739789366722107,0.7093119025230408
11,geography,What is the capital of Australia?,Canberra,Sydney, YES, NO,1.1955939531326294,2.3465254306793213,0.32232600450515747,0.6067917183049996,1.773836407696245,0.709553599357605,0.6318038105964661,14410,5782,False,0.9631848335266113,0.6731612086296082
12,geography,What is the capital of Brazil?,Brasília,Rio de Janeiro, YES, NO,0.6327894330024719,1.2059909105300903,0.1831611469388008,0.4499629614740038,1.295202050498465,0.507142186164856,0.7975333333015442,14410,5782,False,0.944374680519104,0.49943575263023376
13,geography,What is the capital of Canada?,Ottawa,Toronto, YES, NO,1.6694071292877197,3.1780073642730713,0.41572558879852295,0.6962282815007933,2.058956244667207,0.8135893940925598,0.5152661800384521,14410,5782,False,0.9616684317588806,0.7606679797172546
14,geography,What is the capital of Egypt?,Cairo,Alexandria, YES, NO,0.7036688923835754,1.8779672384262085,0.2116364985704422,0.5001917113889858,1.4460481922585078,0.5197780728340149,0.7498082518577576,14410,5782,False,0.975636899471283,0.48170867562294006
15,geography,What is the capital of South Korea?,Seoul,Busan, YES, NO,2.3541147708892822,4.693164825439453,0.5214362740516663,0.796938033509362,2.394563837569559,0.9029828906059265,0.3648897707462311,14410,5782,False,0.9805960655212402,0.8321149349212646
16,geography,What is the capital of Argentina?,Buenos Aires,Córdoba, YES, NO,1.4439244270324707,2.6943917274475098,0.37140168249607086,0.652922961365576,1.9195809697149382,0.7697306871414185,0.5736916065216064,14410,5782,False,0.9664580821990967,0.7299904227256775
17,geography,What is the capital of Turkey?,Ankara,Istanbul, YES, YES,0.20452193915843964,0.43698546290397644,0.0618119090795517,0.26319265261543123,0.7487868219253374,0.21028153598308563,0.9307296276092529,14410,14410,True,0.9628452062606812,0.7559219002723694
18,geography,What is the capital of Switzerland?,Bern,Zurich, YES, NO,0.9139591455459595,1.7943599224090576,0.2548186704516411,0.5360833928690152,1.5551565646650312,0.6187047362327576,0.7126145958900452,14410,5782,False,0.9521405696868896,0.5760753750801086
19,geography,What is the capital of South Africa (executive)?,Pretoria,Cape Town, YES, YES,0.18038274347782135,0.20667056739330292,0.04654213786125183,0.2175950487222172,0.6179063253939063,0.2790755033493042,0.9526523947715759,14410,14410,True,0.7840470671653748,0.5178257822990417
20,history,Who was the first President of the United States?,George Washington,Thomas Jefferson, YES, YES,0.1767297089099884,0.35652098059654236,0.05445187725126743,0.2443060962679934,0.694485879355031,0.20032131671905518,0.940314531326294,14410,14410,True,0.968155562877655,0.7685961127281189
21,history,Who painted the Mona Lisa?,Leonardo da Vinci,Michelangelo, YES, NO,1.8785977363586426,2.300184965133667,0.41320304572582245,0.6778364297064332,1.9994402900160793,0.8337113261222839,0.5405377745628357,14410,5782,False,0.9301191568374634,0.8393776416778564
22,history,Who composed the Fifth Symphony famous for its da-da-da-DUM motif?,Ludwig van Beethoven,Wolfgang Amadeus Mozart, YES, YES,0.14573350548744202,0.18034705519676208,0.039145706221461296,0.199683899227625,0.5666850879101379,0.23780478537082672,0.9601263403892517,14410,14410,True,0.8488322496414185,0.6184418797492981
23,history,Who developed the theory of general relativity?,Albert Einstein,Isaac Newton, YES, NO,3.0676605701446533,2.7024168968200684,0.5177806615829468,0.7741411264502434,2.3170191397310242,0.9130998253822327,0.4007055163383484,14410,5782,False,0.9350237846374512,0.941323459148407
24,history,Who was the first woman to win a Nobel Prize?,Marie Curie,Rosalind Franklin, YES, YES,0.43508395552635193,0.7036137580871582,0.12385980784893036,0.36321290716667076,1.0389642541408748,0.4224037826061249,0.8680763840675354,14410,14410,True,0.9256551265716553,0.5039868354797363
25,history,Who led non-violent civil disobedience against British rule in India?,Mahatma Gandhi,Jawaharlal Nehru, YES, YES,0.31789687275886536,0.5990155935287476,0.09547507390379906,0.3222044915677683,0.9194062027481487,0.3220267593860626,0.8961842656135559,14410,14410,True,0.9408038258552551,0.6280525922775269
26,history,Who was the first emperor of unified China?,Qin Shi Huang,Han Wudi, YES, YES,0.23162846267223358,0.33186081051826477,0.06242579221725464,0.25615983167459316,0.728550916404227,0.27298301458358765,0.9343821406364441,14410,14410,True,0.9119277000427246,0.6428576707839966
27,history,Who painted 'The Starry Night'?,Vincent van Gogh,Claude Monet, YES, NO,2.894882917404175,2.668452501296997,0.5078973174095154,0.7643013625650265,2.2838526052483923,0.9068993926048279,0.4158434271812439,14410,5782,False,0.9320704340934753,0.9403948187828064
28,history,Who wrote 'The Origin of Species'?,Charles Darwin,Alfred Russel Wallace, YES, YES,0.17160098254680634,0.30218589305877686,0.05094628967344761,0.23343852828078931,0.6632995789982984,0.20684468746185303,0.9455064535140991,14410,14410,True,0.9542956352233887,0.7497854828834534
29,history,Who was the longest-reigning British monarch as of 2024?,Elizabeth II,Victoria, YES, YES,0.09787007421255112,0.11931872367858887,0.026331585831940174,0.1634296746504929,0.46328401789789214,0.19592462480068207,0.973290741443634,14410,14410,True,0.833814799785614,0.638995885848999
30,science,What is the chemical symbol for gold?,Au,Ag, YES, NO,0.6860772967338562,1.1391315460205078,0.19173913449048996,0.4554840373226792,1.3116854535725906,0.5427821278572083,0.7925342917442322,14410,5782,False,0.9316198229789734,0.5551443696022034
31,science,What is the chemical symbol for sodium?,Na,So, YES, NO,1.355590581893921,1.6725893020629883,0.3193484991788864,0.5876137724750986,1.7139947136610167,0.7450600266456604,0.654710054397583,14410,5782,False,0.9022441506385803,0.7656976580619812
32,science,What planet is known as the Red Planet?,Mars,Jupiter, YES, NO,3.3539235591888428,3.668458938598633,0.5768104493618011,0.8307015983447689,2.511343629331058,0.949254035949707,0.3099348545074463,14410,5782,False,0.960831880569458,0.9428356885910034
33,science,What is the largest planet in our solar system?,Jupiter,Saturn, YES, YES,0.30504655838012695,0.4875640571117401,0.08812899887561798,0.3050330721012576,0.8695975372850113,0.3380788266658783,0.906954824924469,14410,14410,True,0.9197336435317993,0.5824567675590515
34,science,What is the speed of light approximately (in meters per second)?,"300,000,000","150,000,000", YES, YES,0.00567489443346858,0.0058335051871836185,0.001437252969481051,0.03792047013429948,0.10726814289037942,0.04995846003293991,0.9985620379447937,14410,14410,True,0.6532875299453735,0.6042464971542358
35,science,What gas do plants primarily absorb during photosynthesis?,Carbon dioxide,Oxygen, YES, NO,0.7785243988037109,0.8338543176651001,0.18650750070810318,0.44004117827196776,1.2656371187838282,0.5876338481903076,0.8063637614250183,14410,5782,False,0.8002960085868835,0.7373794317245483
36,science,What is the powerhouse of the cell?,Mitochondria,Nucleus, YES, NO,1.4776450395584106,1.6489245891571045,0.33279678225517273,0.5990157777080724,1.7495224813577002,0.7635717391967773,0.6411800980567932,14410,5782,False,0.8907182812690735,0.828762948513031
37,science,What is the most abundant gas in Earth's atmosphere?,Nitrogen,Oxygen, YES, YES,0.06641881167888641,0.07553697377443314,0.017357868142426014,0.13241922831633277,0.3750875970216061,0.16656562685966492,0.9824651479721069,14410,14410,True,0.7701103091239929,0.6043499708175659
38,science,What is the hardest naturally occurring substance on Earth?,Diamond,Quartz, YES, YES,0.0053099836222827435,0.006548432167619467,0.0010854683932848275,0.03462065570997075,0.09793178501792132,0.011507607065141201,0.9988014101982117,14410,14410,True,0.8723466992378235,0.8689003586769104
39,science,Which element has the atomic number 1?,Hydrogen,Helium, YES, YES,0.3417724072933197,0.5040537714958191,0.09631332382559776,0.3172831687031373,0.9051165712619095,0.37381771206855774,0.8993313908576965,14410,14410,True,0.8921067118644714,0.5260951519012451
40,geography2,What is the longest river in the world?,Nile,Amazon, YES, YES,0.016280876472592354,0.026989467442035675,0.0044441139325499535,0.06827561833183021,0.19318770680919706,0.06874454766511917,0.9953384399414062,14410,14410,True,0.7948111295700073,0.7261627912521362
41,geography2,What is the highest mountain in the world?,Mount Everest,K2, YES, YES,0.3436231315135956,0.6010873913764954,0.10078715533018112,0.3289633440856506,0.9390508413717533,0.35178884863853455,0.8917831182479858,14410,14410,True,0.9403228163719177,0.5892675518989563
42,geography2,What is the largest ocean on Earth?,Pacific,Atlantic, YES, NO,0.6811206340789795,0.8758687973022461,0.17410969734191895,0.42793192721415824,1.22965047316359,0.547191858291626,0.8168742656707764,14410,5782,False,0.8693719506263733,0.6010212898254395
43,geography2,What desert is located in northern Africa?,Sahara,Gobi, YES, NO,2.200990676879883,3.2208359241485596,0.482075497508049,0.7468764907630503,2.225547182494139,0.8822636008262634,0.4421755075454712,14410,5782,False,0.963127613067627,0.8706866502761841
44,geography2,Which continent is the Sahara desert in?,Africa,Asia, YES, NO,1.6381181478500366,2.5269978046417236,0.3960248827934265,0.6681252457963511,1.9682100372528641,0.8072805404663086,0.5536086559295654,14410,5782,False,0.9528260827064514,0.8050447702407837
45,geography2,Which mountain range separates Europe from Asia?,Ural,Caucasus, YES, YES,0.034794729202985764,0.026364678516983986,0.006430374225601554,0.08203996884468637,0.2321744194953535,0.08438701927661896,0.9932694435119629,14410,14410,True,0.8098838925361633,0.7344484925270081
46,geography2,What is the smallest country by area in the world?,Vatican City,Monaco, YES, YES,0.08087033778429031,0.14988508820533752,0.023973774164915085,0.1596832734685213,0.4526177647269436,0.12434805929660797,0.9745012521743774,14410,14410,True,0.9546482563018799,0.8306787610054016
47,geography2,Which sea separates Europe from Africa?,Mediterranean,Black Sea, YES, YES,0.29188644886016846,0.3783409297466278,0.07833808287978172,0.28414895851767336,0.8092028541177153,0.35024237632751465,0.9192593693733215,14410,14410,True,0.8592399954795837,0.5149909257888794
48,geography2,Which country has the most natural lakes?,Canada,Russia, YES, YES,0.029828814789652824,0.027557414025068283,0.006955185206606984,0.08386541413563084,0.23734646390271957,0.08735492825508118,0.9929665923118591,14410,14410,True,0.7709408402442932,0.8554591536521912
49,geography2,Mount Kilimanjaro is in which country?,Tanzania,Kenya, YES, YES,0.6194617748260498,1.4050477743148804,0.18523212522268295,0.45990702643189285,1.3249071496770208,0.4879530668258667,0.7884855270385742,14410,14410,True,0.9614934325218201,0.48224806785583496
50,companies,Who founded Microsoft?,Bill Gates,Steve Jobs, YES, NO,2.633457899093628,2.418562412261963,0.47780491411685944,0.7361093494606131,2.189782752725265,0.8866727948188782,0.458143025636673,14410,5782,False,0.9218664765357971,0.9260137677192688
51,companies,Who founded Apple?,Steve Jobs,Mark Zuckerberg, YES, NO,2.3047635555267334,1.7383617162704468,0.3995477855205536,0.6665744171293402,1.9632348622942277,0.8184472918510437,0.5556785464286804,14410,5782,False,0.8521451354026794,0.9263749718666077
52,companies,Who founded Tesla Motors?,Martin Eberhard,Elon Musk, YES, YES,0.10340815037488937,0.07869082689285278,0.02121157757937908,0.1471064266126141,0.4168338254355696,0.1708696186542511,0.9783596992492676,14410,14410,True,0.6696974039077759,0.8400285243988037
53,companies,Who founded Amazon?,Jeff Bezos,Larry Page, YES, NO,2.087928056716919,2.64031982421875,0.450803741812706,0.7134088383321501,2.11500829078091,0.8634729385375977,0.49104782938957214,14410,5782,False,0.9448548555374146,0.8719643354415894
54,companies,Who founded Facebook?,Mark Zuckerberg,Jack Dorsey, YES, NO,2.0887601375579834,2.25441837310791,0.42715294659137726,0.6896845615533509,2.0377242478542765,0.8478782176971436,0.5243352055549622,14410,5782,False,0.9041857719421387,0.8692291975021362
55,companies,Who founded SpaceX?,Elon Musk,Jeff Bezos, YES, NO,2.288137197494507,2.8320558071136475,0.4771492928266525,0.7374046611585288,2.194074917280687,0.8841230869293213,0.4562343657016754,14410,5782,False,0.9521023035049438,0.8922732472419739
56,companies,Who founded the Ford Motor Company?,Henry Ford,Walter Chrysler, YES, NO,2.2139785289764404,2.3172032833099365,0.44390933215618134,0.7044301952544816,2.0856589103946663,0.8614330291748047,0.5037781000137329,14410,5782,False,0.9184276461601257,0.8904011249542236
57,companies,Who co-founded Google with Sergey Brin?,Larry Page,Eric Schmidt, YES, NO,0.6944105625152588,0.9879783391952515,0.18626834452152252,0.4440356906473105,1.277531264489802,0.558032751083374,0.802832305431366,14410,5782,False,0.9089078307151794,0.6209750771522522
58,companies,Who founded Twitter?,Jack Dorsey,Evan Williams, YES, YES,0.005267899949103594,0.010896783322095871,0.001119118562201038,0.0366861401489489,0.10377571519617892,0.012949293479323387,0.9986541271209717,14410,14410,True,0.8162793517112732,0.8063510656356812
59,companies,Who founded IKEA?,Ingvar Kamprad,Karl Lindgren, YES, YES,0.26695185899734497,0.4542711079120636,0.07898086309432983,0.289891060723511,0.8257891741457544,0.29833537340164185,0.9159631729125977,14410,14410,True,0.937958300113678,0.6417807340621948
