pair_id,category,question,correct_answer,wrong_answer,ctrl_top1_decoded,contr_top1_decoded,kl_ctrl_to_contr,kl_contr_to_ctrl,jsd,hellinger,fisher_rao,total_variation,bhattacharyya_coef,ctrl_top1_id,contr_top1_id,same_top1_token,p_ctrl_top1_prob,p_contr_top1_prob
12,geography,What is the capital of Brazil?,Brasília,Rio de Janeiro, YES, NO,4.353646755218506,5.734378814697266,0.6496501564979553,0.9140949732563057,2.811231647424697,0.9843429327011108,0.1644303798675537,14080,5664,False,0.9961357116699219,0.9866597652435303
13,geography,What is the capital of Canada?,Ottawa,Toronto, YES, NO,5.490347385406494,6.818735122680664,0.6756028532981873,0.9507138247941492,2.9490087339502074,0.994625985622406,0.0961432233452797,14080,5664,False,0.9980180263519287,0.9936647415161133
14,geography,What is the capital of Egypt?,Cairo,Alexandria, YES, NO,6.710064888000488,5.861344337463379,0.6787707209587097,0.9553326226717836,2.96669064632869,0.9958000779151917,0.08733958005905151,14080,5664,False,0.9959961175918579,0.9982750415802002
15,geography,What is the capital of South Korea?,Seoul,Busan, YES, NO,7.988354206085205,7.618741989135742,0.6893187761306763,0.9794364734599489,3.0601617679036055,0.9989386200904846,0.04070419445633888,14080,5664,False,0.9980091452598572,0.9990323781967163
16,geography,What is the capital of Argentina?,Buenos Aires,Córdoba, YES, NO,7.348108291625977,6.3617095947265625,0.6839050352573395,0.9660473779379675,3.0079883798546723,0.9973747134208679,0.06675246357917786,14080,5664,False,0.9976018071174622,0.9978458881378174
17,geography,What is the capital of Turkey?,Ankara,Istanbul, YES, YES,0.14351245760917664,0.7348513007164001,0.048487807624042034,0.25382348692446854,0.7218326252910109,0.13532672822475433,0.9355736374855042,14080,14080,True,0.9994962215423584,0.8641781806945801
18,geography,What is the capital of Switzerland?,Bern,Zurich, YES, NO,4.607824802398682,6.012044906616211,0.6578327715396881,0.9245771230818849,2.8502490609652043,0.9878990054130554,0.14515714347362518,14080,5664,False,0.9970496892929077,0.9898300766944885
19,geography,What is the capital of South Africa (executive)?,Pretoria,Cape Town, YES, NO,3.8982725143432617,4.216400623321533,0.6141706109046936,0.8692837029463041,2.647902592770088,0.9690121412277222,0.24434584379196167,14080,5664,False,0.9861695766448975,0.9811749458312988
20,history,Who was the first President of the United States?,George Washington,Thomas Jefferson, YES, NO,9.121123313903809,8.497303009033203,0.6915979981422424,0.9875468806941915,3.0920852809832926,0.9996655583381653,0.02475115843117237,14080,5664,False,0.9997343420982361,0.9996321797370911
21,history,Who painted the Mona Lisa?,Leonardo da Vinci,Michelangelo, YES, NO,9.350576400756836,6.623833179473877,0.6875425279140472,0.9768503260837024,3.050033795240641,0.9984586238861084,0.04576344043016434,14080,5664,False,0.9983934760093689,0.9996781349182129
22,history,Who composed the Fifth Symphony famous for its da-da-da-DUM motif?,Ludwig van Beethoven,Wolfgang Amadeus Mozart, YES, NO,10.992293357849121,7.999911785125732,0.6915121376514435,0.9887178120214537,3.096714711238702,0.9996200799942017,0.022437088191509247,14080,5664,False,0.9994927644729614,0.9999123811721802
23,history,Who developed the theory of general relativity?,Albert Einstein,Isaac Newton, YES, NO,7.487231254577637,7.114472389221191,0.6873970031738281,0.9736248731528594,3.037436366266226,0.9985253214836121,0.05205460637807846,14080,5664,False,0.9989952445030212,0.998839259147644
24,history,Who was the first woman to win a Nobel Prize?,Marie Curie,Rosalind Franklin, YES, NO,3.2776501178741455,6.579720497131348,0.6091287732124329,0.8816036201387795,2.6922723710659,0.961725115776062,0.22277505695819855,14080,5664,False,0.9990247488021851,0.9625762104988098
25,history,Who led non-violent civil disobedience against British rule in India?,Mahatma Gandhi,Jawaharlal Nehru, YES, NO,2.8097286224365234,7.878297328948975,0.5768499076366425,0.8613069492773253,2.619378340442248,0.9396995902061462,0.2581503391265869,14080,5664,False,0.9997709393501282,0.9397037625312805
26,history,Who was the first emperor of unified China?,Qin Shi Huang,Han Wudi, YES, NO,12.248852729797363,10.24957275390625,0.6929000914096832,0.9959122674770636,3.125274961577005,0.9999420046806335,0.008158755488693714,14080,5664,False,0.999925971031189,0.9999513626098633
27,history,Who painted 'The Starry Night'?,Vincent van Gogh,Claude Monet, YES, NO,10.98635482788086,7.375061988830566,0.6903789639472961,0.9853012234671353,3.083221369081025,0.9993153810501099,0.029181499034166336,14080,5664,False,0.9991982579231262,0.9999182224273682
28,history,Who wrote 'The Origin of Species'?,Charles Darwin,Alfred Russel Wallace, YES, NO,8.36461067199707,7.371046543121338,0.6894185841083527,0.9796715664366407,3.061083668402585,0.9991244673728943,0.04024362191557884,14080,5664,False,0.9993425011634827,0.9996391534805298
29,history,Who was the longest-reigning British monarch as of 2024?,Elizabeth II,Victoria, YES, YES,0.0010601705871522427,0.0013699254486709833,0.00029246661870274693,0.017221867273973044,0.04871200055577307,0.003190867602825165,0.9997034072875977,14080,14080,True,0.9970114231109619,0.9938289523124695
30,science,What is the chemical symbol for gold?,Au,Ag, YES, NO,7.86102294921875,7.241456985473633,0.6882917284965515,0.9764875688415932,3.048615110811143,0.9986366629600525,0.04647202789783478,14080,5664,False,0.9987002015113831,0.999024510383606
31,science,What is the chemical symbol for sodium?,Na,So, YES, NO,5.249635219573975,7.916203022003174,0.6749692857265472,0.9533993216803658,2.9592808078855333,0.9941847920417786,0.09102973341941833,14080,5664,False,0.9991207718849182,0.9925059676170349
32,science,What planet is known as the Red Planet?,Mars,Jupiter, YES, NO,11.368988037109375,8.498600006103516,0.691979855298996,0.9910385404725868,3.1059055372719104,0.9996461868286133,0.01784261129796505,14080,5664,False,0.9995330572128296,0.9991419315338135
33,science,What is the largest planet in our solar system?,Jupiter,Saturn, YES, NO,2.2301316261291504,6.019214630126953,0.5143130272626877,0.8039893112053325,2.4187562107736027,0.8922574520111084,0.3536011874675751,14080,5664,False,0.9986206293106079,0.8915643095970154
34,science,What is the speed of light approximately (in meters per second)?,"300,000,000","150,000,000", YES, NO,1.1347737312316895,4.973069667816162,0.32597091794013977,0.6483544905511072,1.9050276865338167,0.6791072487831116,0.5796364545822144,14080,5664,False,0.9996243715286255,0.6785367131233215
35,science,What gas do plants primarily absorb during photosynthesis?,Carbon dioxide,Oxygen, YES, NO,8.493800163269043,8.24345874786377,0.6907932162284851,0.9845364254714191,3.0802069621307626,0.9993520379066467,0.030688026919960976,14080,5664,False,0.9994511604309082,0.9992244243621826
36,science,What is the powerhouse of the cell?,Mitochondria,Nucleus, YES, NO,0.6919071078300476,3.428541421890259,0.21493729948997498,0.5307716010752032,1.538934288057124,0.5004909634590149,0.7182815074920654,14080,5664,False,0.9994562268257141,0.49897316098213196
37,science,What is the most abundant gas in Earth's atmosphere?,Nitrogen,Oxygen, YES, NO,1.9008245468139648,5.433012962341309,0.4685191810131073,0.7652430846890406,2.287019149976978,0.8509047627449036,0.4144030213356018,14080,5664,False,0.9986860156059265,0.8505077958106995
38,science,What is the hardest naturally occurring substance on Earth?,Diamond,Quartz, YES, NO,1.0399433374404907,3.422149896621704,0.3015388548374176,0.6120797798290761,1.7904113257403889,0.6496918797492981,0.6253583431243896,14080,5664,False,0.9974009990692139,0.649963915348053
39,science,Which element has the atomic number 1?,Hydrogen,Helium, YES, NO,7.740961074829102,7.739616870880127,0.6891520023345947,0.9788622689470831,3.057910922514337,0.9989007115364075,0.04182865843176842,14080,5664,False,0.9990768432617188,0.9988592863082886
40,geography2,What is the longest river in the world?,Nile,Amazon, YES, NO,2.3704168796539307,2.9915378093719482,0.49090005457401276,0.7504742632855396,2.237541911644706,0.8939000964164734,0.4367883801460266,14080,5664,False,0.9688680768013,0.9215906858444214
41,geography2,What is the highest mountain in the world?,Mount Everest,K2, YES, NO,5.360853672027588,6.563575267791748,0.6729353964328766,0.946160259476332,2.9316457568612515,0.9936135411262512,0.10478076338768005,14080,5664,False,0.9979536533355713,0.9926708936691284
42,geography2,What is the largest ocean on Earth?,Pacific,Atlantic, YES, NO,7.199051380157471,5.735119342803955,0.6787692606449127,0.9571096349262311,2.973512579346952,0.9953380823135376,0.08394114673137665,14080,5664,False,0.9953858256340027,0.9973352551460266
43,geography2,What desert is located in northern Africa?,Sahara,Gobi, YES, NO,8.94092845916748,5.747343063354492,0.6811650991439819,0.9652423845959962,3.0048719146477234,0.9958906173706055,0.06830713897943497,14080,5664,False,0.9952493906021118,0.9975455403327942
44,geography2,Which continent is the Sahara desert in?,Africa,Asia, YES, NO,9.601496696472168,6.749020576477051,0.6881246864795685,0.9785073978588361,3.0565204574402203,0.9986057281494141,0.04252327233552933,14080,5664,False,0.9983450770378113,0.9995960593223572
45,geography2,Which mountain range separates Europe from Asia?,Ural,Caucasus, YES, YES,0.3808761239051819,1.5796501636505127,0.12376295402646065,0.39806857513185756,1.1413319408980462,0.3210029602050781,0.8415414094924927,14080,14080,True,0.9986721277236938,0.6776692867279053
46,geography2,What is the smallest country by area in the world?,Vatican City,Monaco, YES, YES,0.0008635794511064887,0.0012975339777767658,0.0002177755450247787,0.015057757758895776,0.042590575243934864,0.0026767661329358816,0.9997732639312744,14080,14080,True,0.9967171549797058,0.9940542578697205
47,geography2,Which sea separates Europe from Africa?,Mediterranean,Black Sea, YES, NO,7.695824146270752,5.6207427978515625,0.6791486442089081,0.9586808137909831,2.979553240901601,0.9957219958305359,0.08093109726905823,14080,5664,False,0.9958978295326233,0.9991757273674011
48,geography2,Which country has the most natural lakes?,Canada,Russia, YES, YES,0.06486127525568008,0.12571261823177338,0.0202170773409307,0.14776277282292086,0.41870042413533276,0.08522609621286392,0.9781661629676819,14080,14080,True,0.9881818890571594,0.9029709696769714
49,geography2,Mount Kilimanjaro is in which country?,Tanzania,Kenya, YES, NO,9.49660873413086,8.747114181518555,0.6919273436069489,0.9892785361059621,3.098933463018533,0.9997243881225586,0.021327978000044823,14080,5664,False,0.9997574687004089,0.9996459484100342
50,companies,Who founded Microsoft?,Bill Gates,Steve Jobs, NO, NO,0.6928228139877319,0.11345574259757996,0.038605693727731705,0.2295451650952455,0.652136918194338,0.10787050426006317,0.9473090171813965,5664,5664,True,0.8918501734733582,0.9997089505195618
51,companies,Who founded Apple?,Steve Jobs,Mark Zuckerberg, NO, NO,0.5937584042549133,0.08924433588981628,0.030493155121803284,0.20516704266552696,0.5823551249550911,0.08580353111028671,0.9579064846038818,5664,5664,True,0.9138803482055664,0.9996696710586548
52,companies,Who founded Tesla Motors?,Martin Eberhard,Elon Musk, NO, YES,3.2924814224243164,3.2935917377471924,0.5605102181434631,0.8138077921349244,2.4526122442285305,0.941044270992279,0.33771687746047974,5664,14080,False,0.9697936773300171,0.9701899886131287
53,companies,Who founded Amazon?,Jeff Bezos,Larry Page, YES, NO,7.119943141937256,7.740860462188721,0.6878618597984314,0.9750424705174697,3.04296832645188,0.9986701607704163,0.0492921806871891,14080,5664,False,0.9993100166320801,0.9969292283058167
54,companies,Who founded Facebook?,Mark Zuckerberg,Jack Dorsey, YES, NO,9.456035614013672,5.998862266540527,0.683873862028122,0.9702153429050246,3.0241608128976405,0.9972167015075684,0.058682188391685486,14080,5664,False,0.9970410466194153,0.9994113445281982
55,companies,Who founded SpaceX?,Elon Musk,Jeff Bezos, YES, NO,10.114234924316406,7.499499320983887,0.6905467510223389,0.9849468625054131,3.081824401789942,0.9993764162063599,0.029879678040742874,14080,5664,False,0.9993867874145508,0.9999043941497803
56,companies,Who founded the Ford Motor Company?,Henry Ford,Walter Chrysler, YES, NO,9.986592292785645,7.249024391174316,0.6899221241474152,0.9831344776794085,3.0746869777534576,0.9992009997367859,0.033446598798036575,14080,5664,False,0.9992189407348633,0.999790370464325
57,companies,Who co-founded Google with Sergey Brin?,Larry Page,Eric Schmidt, YES, YES,0.00819347519427538,0.010087803937494755,0.0016496438765898347,0.04280753670762439,0.12109649506488435,0.006708148401230574,0.9981675148010254,14080,14080,True,0.9985169768333435,0.9922406673431396
58,companies,Who founded Twitter?,Jack Dorsey,Evan Williams, YES, NO,2.5505175590515137,2.2742650508880615,0.46272945404052734,0.7221773777594461,2.1437928195734104,0.876186728477478,0.47845983505249023,14080,5664,False,0.9229217767715454,0.9513026475906372
59,companies,Who founded IKEA?,Ingvar Kamprad,Karl Lindgren, YES, NO,5.2522149085998535,8.422162055969238,0.6758217811584473,0.9557656424973799,2.9683520219111044,0.9945558309555054,0.08651203662157059,14080,5664,False,0.9997702240943909,0.994612991809845
