question_id,category,question,correct_answer,wrong_answer,correct_first_tok_id,wrong_first_tok_id,top1_token_id,top1_token_decoded,top1_prob,entropy,surprise_on_correct_first_tok,surprise_on_wrong_first_tok,log_p_correct_over_p_wrong,top1_is_correct_first,top1_is_wrong_first
36,science,What is the powerhouse of the cell?,Mitochondria,Nucleus,128000,128000,22515, Mit,0.5189582109451294,0.8237849473953247,20.708412170410156,20.708412170410156,0.0,False,False
37,science,What is the most abundant gas in Earth's atmosphere?,Nitrogen,Oxygen,128000,128000,50616, Nit,0.9315260052680969,0.35414406657218933,20.272930145263672,20.272930145263672,0.0,False,False
38,science,What is the hardest naturally occurring substance on Earth?,Diamond,Quartz,128000,128000,25328, Diamond,0.8853185176849365,0.6650415062904358,18.073396682739258,18.073396682739258,0.0,False,False
39,science,Which element has the atomic number 1?,Hydrogen,Helium,128000,128000,40602, Hydro,0.9354920983314514,0.3882662057876587,19.339868545532227,19.339868545532227,0.0,False,False
40,geography2,What is the longest river in the world?,Nile,Amazon,128000,128000,578, The,0.5632494688034058,0.7834816575050354,20.582929611206055,20.582929611206055,0.0,False,False
41,geography2,What is the highest mountain in the world?,Mount Everest,K2,128000,128000,10640, Mount,0.9537602066993713,0.3309013843536377,22.100013732910156,22.100013732910156,0.0,False,False
42,geography2,What is the largest ocean on Earth?,Pacific,Atlantic,128000,128000,16867, Pacific,0.8690569400787354,0.40288645029067993,23.04973030090332,23.04973030090332,0.0,False,False
43,geography2,What desert is located in northern Africa?,Sahara,Gobi,128000,128000,578, The,0.8538536429405212,0.4726819694042206,21.568262100219727,21.568262100219727,0.0,False,False
44,geography2,Which continent is the Sahara desert in?,Africa,Asia,128000,128000,10384, Africa,0.9935531616210938,0.05067344754934311,25.162128448486328,25.162128448486328,0.0,False,False
45,geography2,Which mountain range separates Europe from Asia?,Ural,Caucasus,128000,128000,578, The,0.9540213942527771,0.24267593026161194,19.964569091796875,19.964569091796875,0.0,False,False
46,geography2,What is the smallest country by area in the world?,Vatican City,Monaco,128000,128000,47647, Vatican,0.7449354529380798,0.673832893371582,21.448640823364258,21.448640823364258,0.0,False,False
47,geography2,Which sea separates Europe from Africa?,Mediterranean,Black Sea,128000,128000,578, The,0.7423422336578369,0.6888700723648071,21.775545120239258,21.775545120239258,0.0,False,False
48,geography2,Which country has the most natural lakes?,Canada,Russia,128000,128000,7008, Canada,0.6140820980072021,1.6567203998565674,20.70344352722168,20.70344352722168,0.0,False,False
49,geography2,Mount Kilimanjaro is in which country?,Tanzania,Kenya,128000,128000,69894, Tanzania,0.9044159650802612,0.47635698318481445,23.67872428894043,23.67872428894043,0.0,False,False
50,companies,Who founded Microsoft?,Bill Gates,Steve Jobs,128000,128000,8766, Bill,0.867253303527832,0.6455889344215393,20.850759506225586,20.850759506225586,0.0,False,False
51,companies,Who founded Apple?,Steve Jobs,Mark Zuckerberg,128000,128000,8325, Apple,0.6855228543281555,1.1994314193725586,19.162031173706055,19.162031173706055,0.0,False,False
52,companies,Who founded Tesla Motors?,Martin Eberhard,Elon Musk,128000,128000,11826, Martin,0.6001015901565552,2.049466609954834,17.437376022338867,17.437376022338867,0.0,False,False
53,companies,Who founded Amazon?,Jeff Bezos,Larry Page,128000,128000,12149, Jeff,0.8638066053390503,0.8241669535636902,16.394439697265625,16.394439697265625,0.0,False,False
54,companies,Who founded Facebook?,Mark Zuckerberg,Jack Dorsey,128000,128000,4488, Mark,0.9716259241104126,0.22056259214878082,21.45736312866211,21.45736312866211,0.0,False,False
55,companies,Who founded SpaceX?,Elon Musk,Jeff Bezos,128000,128000,69639, Elon,0.9731402397155762,0.23144352436065674,20.074800491333008,20.074800491333008,0.0,False,False
56,companies,Who founded the Ford Motor Company?,Henry Ford,Walter Chrysler,128000,128000,18063, Henry,0.9947612881660461,0.04830959811806679,21.885717391967773,21.885717391967773,0.0,False,False
57,companies,Who co-founded Google with Sergey Brin?,Larry Page,Eric Schmidt,128000,128000,30390, Larry,0.9857489466667175,0.13532058894634247,19.165021896362305,19.165021896362305,0.0,False,False
58,companies,Who founded Twitter?,Jack Dorsey,Evan Williams,128000,128000,7762, Jack,0.8150092959403992,0.7483763694763184,19.544092178344727,19.544092178344727,0.0,False,False
59,companies,Who founded IKEA?,Ingvar Kamprad,Karl Lindgren,128000,128000,25913, Ing,0.9434618353843689,0.5226588249206543,16.499805450439453,16.499805450439453,0.0,False,False
