question_id,category,question,correct_answer,wrong_answer,correct_first_tok_id,wrong_first_tok_id,top1_token_id,top1_token_decoded,top1_prob,entropy,surprise_on_correct_first_tok,surprise_on_wrong_first_tok,log_p_correct_over_p_wrong,top1_is_correct_first,top1_is_wrong_first
41,geography2,What is the highest mountain in the world?,Mount Everest,K2,1,1,8380,Mount,0.628629207611084,1.098197102546692,26.67939567565918,26.67939567565918,0.0,False,False
42,geography2,What is the largest ocean on Earth?,Pacific,Atlantic,1,1,1183,The,0.7026720643043518,0.681265115737915,27.462987899780273,27.462987899780273,0.0,False,False
43,geography2,What desert is located in northern Africa?,Sahara,Gobi,1,1,1086,S,0.5127940773963928,0.74651038646698,26.731592178344727,26.731592178344727,0.0,False,False
44,geography2,Which continent is the Sahara desert in?,Africa,Asia,1,1,8478,Africa,0.9425563216209412,0.23823946714401245,27.603219985961914,27.603219985961914,0.0,False,False
45,geography2,Which mountain range separates Europe from Asia?,Ural,Caucasus,1,1,1183,The,0.8978124260902405,0.4788725972175598,26.700254440307617,26.700254440307617,0.0,False,False
46,geography2,What is the smallest country by area in the world?,Vatican City,Monaco,1,1,1318,V,0.6721979379653931,0.9782787561416626,23.325029373168945,23.325029373168945,0.0,False,False
47,geography2,Which sea separates Europe from Africa?,Mediterranean,Black Sea,1,1,27616,Mediterranean,0.5033496618270874,0.803002119064331,26.85711097717285,26.85711097717285,0.0,False,False
48,geography2,Which country has the most natural lakes?,Canada,Russia,1,1,6850,Canada,0.9299774765968323,0.44511622190475464,25.52485466003418,25.52485466003418,0.0,False,False
49,geography2,Mount Kilimanjaro is in which country?,Tanzania,Kenya,1,1,8380,Mount,0.5232162475585938,0.7866158485412598,27.30087661743164,27.30087661743164,0.0,False,False
50,companies,Who founded Microsoft?,Bill Gates,Steve Jobs,1,1,7270,Bill,0.7834233641624451,0.8186901807785034,26.73508071899414,26.73508071899414,0.0,False,False
51,companies,Who founded Apple?,Steve Jobs,Mark Zuckerberg,1,1,11349,Steve,0.8045247197151184,0.7993622422218323,26.424442291259766,26.424442291259766,0.0,False,False
52,companies,Who founded Tesla Motors?,Martin Eberhard,Elon Musk,1,1,26455,Tes,0.5071616768836975,1.2940549850463867,23.782386779785156,23.782386779785156,0.0,False,False
53,companies,Who founded Amazon?,Jeff Bezos,Larry Page,1,1,9469,Amazon,0.7362053394317627,0.7043079137802124,26.79816246032715,26.79816246032715,0.0,False,False
54,companies,Who founded Facebook?,Mark Zuckerberg,Jack Dorsey,1,1,4423,Mark,0.7648617029190063,0.7128108143806458,26.721467971801758,26.721467971801758,0.0,False,False
55,companies,Who founded SpaceX?,Elon Musk,Jeff Bezos,1,1,2512,El,0.6508107781410217,0.7309839725494385,26.662817001342773,26.662817001342773,0.0,False,False
56,companies,Who founded the Ford Motor Company?,Henry Ford,Walter Chrysler,1,1,7576,Henry,0.9216768741607666,0.42630869150161743,26.163347244262695,26.163347244262695,0.0,False,False
57,companies,Who co-founded Google with Sergey Brin?,Larry Page,Eric Schmidt,1,1,20629,Larry,0.9921950101852417,0.07429910451173782,27.072772979736328,27.072772979736328,0.0,False,False
58,companies,Who founded Twitter?,Jack Dorsey,Evan Williams,1,1,12458,Twitter,0.46213942766189575,1.4591524600982666,24.320640563964844,24.320640563964844,0.0,False,False
59,companies,Who founded IKEA?,Ingvar Kamprad,Karl Lindgren,1,1,20616,Ing,0.7386676669120789,0.9144518971443176,23.440004348754883,23.440004348754883,0.0,False,False
